,F1 Score,BAccuracy,Accuracy,Class,Baseline,Fitted Models,Test IX
32,0.7206186706402332,0.7189394624920822,0.7415254237288136,[0 1],0.5360169491525424,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 56. 105.]
33,0.554364471669219,0.3834745762711864,0.3834745762711864,[1],0.5296610169491526,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 61. 106.]
34,0.45671036610320914,0.5021689997083698,0.5319148936170213,[0 1],0.6914893617021277,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 35. 132.]
35,0.37980236351351904,0.48135389326334205,0.5191489361702127,[0 1],0.44468085106382976,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[76. 94.]
36,0.08341704016329732,0.07746427529892097,0.08297872340425531,[0 1],0.4702127659574468,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[20. 26.]
37,0.8576699814828705,0.859106153397492,0.8574468085106383,[0 1],0.5148936170212766,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[32. 90.]
38,0.481421647819063,0.3170212765957447,0.3170212765957447,[0],0.5148936170212766,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[42. 97.]
39,0.40628939588686214,0.4939090909090909,0.4723404255319149,[0 1],0.5297872340425532,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[92. 96.]
40,0.4128595600676819,0.2601279317697228,0.2601279317697228,[0],0.5074626865671642,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 89. 119.]
41,0.6636471555109122,0.6663397268235978,0.6638297872340425,[0 1],0.49148936170212765,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 48. 117.]
42,0.4994184615049406,0.5317313281022958,0.548936170212766,[0 1],0.4978723404255319,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[12. 49.]
43,0.38275862068965516,0.23667377398720682,0.23667377398720682,[0],0.5394456289978679,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 51. 107.]
44,0.24550557904220666,0.2926829268292683,0.30638297872340425,[0 1],0.648936170212766,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[25. 47.]
45,0.4721317672894015,0.5541702961672473,0.574468085106383,[0 1],0.5191489361702127,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[33. 67.]
46,0.24783740922817207,0.2728295586527294,0.26595744680851063,[0 1],0.6212765957446809,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[18. 19.]
47,0.32798573975044565,0.19616204690831557,0.19616204690831557,[1],0.44136460554371004,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 29. 114.]
48,0.9179190751445085,0.8482905982905983,0.8482905982905983,[1],0.45726495726495725,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[43. 78.]
49,0.474025974025974,0.31063829787234043,0.31063829787234043,[0],0.5787234042553191,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[28. 53.]
50,0.6295754026354319,0.4594017094017094,0.4594017094017094,[1],0.49572649572649574,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[46. 59.]
51,0.05,0.02564102564102564,0.02564102564102564,[0],0.4337606837606838,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[15. 30.]
52,0.7259977866949777,0.7469972451790634,0.7387580299785867,[0 1],0.6595289079229122,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[36. 98.]
53,0.08466106179081663,0.10044642857142858,0.09656652360515021,[0 1],0.48283261802575106,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 13. 108.]
54,0.36805410709106506,0.500605593481612,0.5117773019271948,[0 1],0.5053533190578159,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 3. 45.]
55,0.6609195402298851,0.49356223175965663,0.49356223175965663,[1],0.48068669527896996,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 80. 102.]
56,0.9504504504504505,0.9055793991416309,0.9055793991416309,[1],0.4248927038626609,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 93. 110.]
57,0.33663527449504704,0.344620486366986,0.34334763948497854,[0 1],0.51931330472103,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[11. 74.]
58,0.04961023035823772,0.05084745762711865,0.05150214592274678,[0 1],0.51931330472103,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 34. 112.]
59,0.1761252446183953,0.09656652360515021,0.09656652360515021,[1],0.48283261802575106,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 2. 65.]
60,0.7859007832898172,0.6473118279569893,0.6473118279569893,[1],0.9225806451612903,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 39. 103.]
61,0.08945815450643776,0.09913793103448276,0.09871244635193133,[0 1],0.4678111587982833,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[16. 38.]
62,0.3357204169221337,0.5,0.5021459227467812,[0 1],0.4248927038626609,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[24. 41.]
63,0.7606382978723404,0.6137339055793991,0.6137339055793991,[1],0.5021459227467812,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[52. 84.]
64,0.3187992021069344,0.3530982905982906,0.3540772532188841,[0 1],0.5107296137339056,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[73. 95.]
65,0.3970602828082362,0.49918246005202527,0.4956896551724138,[0 1],0.45905172413793105,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 31. 130.]
66,0.46102819237147596,0.2995689655172414,0.2995689655172414,[1],0.5021551724137931,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 6. 72.]
67,0.6633277414619786,0.6667224080267558,0.665948275862069,[0 1],0.5344827586206896,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[70. 91.]
68,0.9550561797752808,0.9139784946236559,0.9139784946236559,[1],0.4924731182795699,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[ 50. 118.]
69,0.7408412483039348,0.5883620689655172,0.5883620689655172,[0],0.5280172413793104,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', LinearDiscriminantAnalysis())])",[23. 44.]
